title,cleaned_title,tokenized_title,processed_title,category,sentiment,url
Suzhal 2 | முதல் பாகத்தின் சுவாரஸ்யத்திற்கு ஈடுகொடுக்கிறதா சுழலின் இரண்டாம் பாகம்..?,முதல் பாகத்தின் சுவாரஸ்யத்திற்கு ஈடுகொடுக்கிறதா சுழலின் இரண்டாம் பாகம்,முதல் பாகத்தின் சுவாரஸ்யத்திற்கு ஈடுகொடுக்கிறதா சுழலின் இரண்டாம் பாகம்,பாகத்தின் சுவாரஸ்யத்திற் ஈடுகொடுக்கிறதா சுழலின் இரண்டாம் பாகம்,ஓடிடி திரைப் பார்வை,Neutral,https://www.puthiyathalaimurai.com/cinema/ott-thiraiparvai/suzhal-2-movie-review
டாப் 10 Sport News | இடைக்கால பிசிசிஐ செயலாளர் நியமனம் To ஆஸ்திரேலியா ஓபன் டென்னிஸில் இந்திய வீரர்!,டாப் இடைக்கால பிசிசிஐ செயலாளர் நியமனம் ஆஸ்திரேலியா ஓபன் டென்னிஸில் இந்திய வீரர்,டாப் இடைக்கால பிசிசிஐ செயலாளர் நியமனம் ஆஸ்திரேலியா ஓபன் டென்னிஸில் இந்திய வீரர்,டாப் இடைக்கால பிசிசி செயலாளர் நியமனம் ஆஸ்திரேலியா ஓபன் டென்னிஸில் இந்திய வீரர்,விளையாட்டு,Neutral,https://www.puthiyathalaimurai.com/sports/cricket-to-tennis-top-10-sports-news
ஏப்ரலிலே உச்சம் தொடும் வெப்பம்... சமாளிக்க என்ன செய்வது?,ஏப்ரலிலே உச்சம் தொடும் வெப்பம் சமாளிக்க என்ன செய்வது,ஏப்ரலிலே உச்சம் தொடும் வெப்பம் சமாளிக்க என்ன செய்வது,ஏப்ரலிலே உச்சம் தொடும் வெப்பம் சமாளிக்க செய்வது,சிறப்புக் களம்,Neutral,https://www.puthiyathalaimurai.com/features/how-to-deal-with-summer-and-summer-related-illnesses
ஏன் ஃபகார் ஜமான் ஓப்பனிங் செய்யவில்லை..? ஐசிசி விதியால் மாட்டிகொண்ட பாகிஸ்தான்! காரணம் என்ன?,ஏன் ஃபகார் ஜமான் ஓப்பனிங் செய்யவில்லை ஐசிசி விதியால் மாட்டிகொண்ட பாகிஸ்தான் காரணம் என்ன,ஏன் ஃபகார் ஜமான் ஓப்பனிங் செய்யவில்லை ஐசிசி விதியால் மாட்டிகொண்ட பாகிஸ்தான் காரணம் என்ன,ஃபகார் ஜமான் ஓப்பனிங் செய்யவில்லை ஐசிசி விதியால் மாட்டி பாகிஸ்தான் காரணம்,கிரிக்கெட்,Negative,https://www.puthiyathalaimurai.com/sports/cricket/fakhar-zaman-was-unable-to-open-the-innings-due-to-icc-rules
5 பேர் டக்அவுட்.. 4 பேர் 1 ரன்.. 16 ரன்னுக்கு ஆல்அவுட்.. சமோவா அணியை சிதறடித்த தென்னாப்ரிக்கா!,பேர் டக்அவுட் பேர் ரன் ரன்னுக்கு ஆல்அவுட் சமோவா அணியை சிதறடித்த தென்னாப்ரிக்கா,பேர் டக்அவுட் பேர் ரன் ரன்னுக்கு ஆல்அவுட் சமோவா அணியை சிதறடித்த தென்னாப்ரிக்கா,டக்அவுட் ரன் ரன்னு ஆல்அவுட் சமோவா அணியை சிதறடி தென்னாப்ரிக்கா,கிரிக்கெட்,Neutral,https://www.puthiyathalaimurai.com/sports/cricket/south-africa-bowl-out-samoa-for-16-runs-in-u19-womens-t20-world-cup
411 ஸ்டிரைக் ரேட்.. 9 பந்தில் 37 ரன்கள் விளாசிய TSK வீரர்! டாப் 2-க்கு சென்ற சூப்பர் கிங்ஸ்!,ஸ்டிரைக் ரேட் பந்தில் ரன்கள் விளாசிய வீரர் டாப் க்கு சென்ற சூப்பர் கிங்ஸ்,ஸ்டிரைக் ரேட் பந்தில் ரன்கள் விளாசிய வீரர் டாப் க்கு சென்ற சூப்பர் கிங்ஸ்,ஸ்டிரைக் ரேட் பந்தில் ரன் விளாசிய வீரர் டாப் க் சூப்பர் கிங்ஸ்,t20,Positive,https://www.puthiyathalaimurai.com/sports/t20/donovan-ferreira-scored-37-runs-off-9-balls-texas-super-kings-moved-into-the-top-2
சர்ச்சையில் சிக்கிய ஆஸ்திரேலிய பவுலர்.. மீண்டும் பந்துவீச ஐசிசி அனுமதி!,சர்ச்சையில் சிக்கிய ஆஸ்திரேலிய பவுலர் மீண்டும் பந்துவீச ஐசிசி அனுமதி,சர்ச்சையில் சிக்கிய ஆஸ்திரேலிய பவுலர் மீண்டும் பந்துவீச ஐசிசி அனுமதி,சர்ச்சையில் சிக்கிய ஆஸ்திரேலிய பவுலர் மீண்டும் பந்துவீச ஐசிசி அனுமதி,கிரிக்கெட்,Neutral,https://www.puthiyathalaimurai.com/sports/cricket/matthew-kunemann-continues-to-bowl-icc-permission
இப்படி பண்ணியிருக்க கூடாது ஹர்திக் பாண்டியா.. கடுமையாக விமர்சிக்கும் ரசிகர்கள்! என்ன நடந்தது?,இப்படி பண்ணியிருக்க கூடாது ஹர்திக் பாண்டியா கடுமையாக விமர்சிக்கும் ரசிகர்கள் என்ன நடந்தது,இப்படி பண்ணியிருக்க கூடாது ஹர்திக் பாண்டியா கடுமையாக விமர்சிக்கும் ரசிகர்கள் என்ன நடந்தது,இப் பண்ணியிருக்க கூடாது ஹர்திக் பாண்டியா கடுமையாக விமர்சிக்கும் ரசிகர் நட,t20,Negative,https://www.puthiyathalaimurai.com/sports/t20/fans-slams-hardik-pandya-for-not-giving-4th-over-to-ashwani-kumar
"யாரும் எதிர்பார்க்காத டிவிஸ்ட்..
சுழலில் மேஜிக் செய்த சாஹல்! 95 ரன்னில் சுருண்ட KKR வரலாற்று தோல்வி!",யாரும் எதிர்பார்க்காத டிவிஸ்ட் சுழலில் மேஜிக் செய்த சாஹல் ரன்னில் சுருண்ட வரலாற்று தோல்வி,யாரும் எதிர்பார்க்காத டிவிஸ்ட் சுழலில் மேஜிக் செய்த சாஹல் ரன்னில் சுருண்ட வரலாற்று தோல்வி,யாரும் எதிர்பார்க்காத டிவிஸ்ட் சுழலில் மேஜிக் சாஹல் ரன்னில் சுருண்ட வரலாற்று தோல்வி,t20,Neutral,https://www.puthiyathalaimurai.com/sports/t20/punjab-kings-achieved-a-historic-victory-by-defeating-kkr
உயிரை பறித்த டாடா ஏசி வாகனம்.. சாலையில் கிடந்த பெண்ணின் உடல்.. கதறும் சகோதரிகள்! அதிர்ச்சி காட்சி,உயிரை பறித்த டாடா ஏசி வாகனம் சாலையில் கிடந்த பெண்ணின் உடல் கதறும் சகோதரிகள் அதிர்ச்சி காட்சி,உயிரை பறித்த டாடா ஏசி வாகனம் சாலையில் கிடந்த பெண்ணின் உடல் கதறும் சகோதரிகள் அதிர்ச்சி காட்சி,உயிரை பறி டாடா ஏசி வாகனம் சாலையில் கிட பெண்ணின் உடல் கதறும் சகோதரி அதிர்ச்சி காட்சி,குற்றம்,Negative,https://www.puthiyathalaimurai.com/crime/chennai-accident-news
அடுத்தடுத்து நிகழும் மாற்றங்கள்.. இறங்கி ஏறிய தங்கம் விலை.. இனி என்ன நடக்கும்?,அடுத்தடுத்து நிகழும் மாற்றங்கள் இறங்கி ஏறிய தங்கம் விலை இனி என்ன நடக்கும்,அடுத்தடுத்து நிகழும் மாற்றங்கள் இறங்கி ஏறிய தங்கம் விலை இனி என்ன நடக்கும்,அடுத்தடுத்து நிகழும் மாற்றங் இறங்கி ஏறிய தங்கம் விலை இனி,தங்கம்,Neutral,https://www.puthiyathalaimurai.com/business/gold/background-on-why-gold-prices-fluctuate
பூமியிலிருந்து 681 மில்லியன் ஒளியாண்டுகள் தொலைவில் இணைந்த 3 விண்மீன் திரள்கள்!,பூமியிலிருந்து மில்லியன் ஒளியாண்டுகள் தொலைவில் இணைந்த விண்மீன் திரள்கள்,பூமியிலிருந்து மில்லியன் ஒளியாண்டுகள் தொலைவில் இணைந்த விண்மீன் திரள்கள்,பூமியிலிருந்து மில்லியன் ஒளியாண்டு தொலைவில் இணை விண்மீன் திரள்,டெக்,Neutral,https://www.puthiyathalaimurai.com/technology/3-galaxies-681-million-light-years-away-from-the-earth-and-the-image-was-released-by-hubble-space-telescope
"""நீங்கள் செய்வது தவறு!"" - விவசாயிகள் ஆதரவு பிரியங்கா சோப்ரா, தில்ஜித் மீது கங்கனா சாடல்",நீங்கள் செய்வது தவறு விவசாயிகள் ஆதரவு பிரியங்கா சோப்ரா தில்ஜித் மீது கங்கனா சாடல்,நீங்கள் செய்வது தவறு விவசாயிகள் ஆதரவு பிரியங்கா சோப்ரா தில்ஜித் மீது கங்கனா சாடல்,நீங் செய்வது தவறு விவசாயி ஆதரவு பிரியங்கா சோப்ரா தில்ஜித் கங்கனா சாடல்,விவசாயம்,Negative,https://www.puthiyathalaimurai.com/agriculture/kangana-ranaut-slams-priyanka-chopra--diljit-dosanjh--for-their-support-to-farmers-protest
நாகர்கோவில்: கேந்திரிய வித்யாலயா பள்ளி ஆசிரியர் போக்சோவில் கைது,நாகர்கோவில் கேந்திரிய வித்யாலயா பள்ளி ஆசிரியர் போக்சோவில் கைது,நாகர்கோவில் கேந்திரிய வித்யாலயா பள்ளி ஆசிரியர் போக்சோவில் கைது,நாகர்கோவில் கேந்திரிய வித்யாலயா பள்ளி ஆசிரியர் போக்சோவில் கைது,குற்றம்,Neutral,https://www.puthiyathalaimurai.com/crime/nagercoil-school-teacher-arrested-in-pocso
‘ஃபிளாஷ்பேக் காட்சிக்கே இன்னொரு ஃபிளாஷ்பேக் காட்சி’ - ’யசோதா’ சோதித்ததா? சாதித்ததா?,‘ஃபிளாஷ்பேக் காட்சிக்கே இன்னொரு ஃபிளாஷ்பேக் காட்சி’ ’யசோதா’ சோதித்ததா சாதித்ததா,‘ஃபிளாஷ்பேக் காட்சிக்கே இன்னொரு ஃபிளாஷ்பேக் காட்சி’ ’யசோதா’ சோதித்ததா சாதித்ததா,‘ஃபிளாஷ்பேக் காட்சிக்கே இன்னொரு ஃபிளாஷ்பேக் காட்சி’ ’யசோதா’ சோதித்ததா சாதித்ததா,சினிமா,Neutral,https://www.puthiyathalaimurai.com/cinema/samantha-s-yashoda-movie-review
தனுஷ் பிறந்தநாளை முன்னிட்டு ‘புதுப்பேட்டை’ திரைப்படம் ரீ-ரிலீஸ்!,தனுஷ் பிறந்தநாளை முன்னிட்டு ‘புதுப்பேட்டை’ திரைப்படம் ரீ ரிலீஸ்,தனுஷ் பிறந்தநாளை முன்னிட்டு ‘புதுப்பேட்டை’ திரைப்படம் ரீ ரிலீஸ்,தனுஷ் பிறந்தநாளை முன்னிட்டு ‘புதுப்பேட்டை’ திரைப்படம் ரீ ரிலீஸ்,கோலிவுட் செய்திகள்,Positive,https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/pudhupettai-movie-to-be-re-released-on-dhanush-birthday
தன்னைத்தானே செதுக்கிய சிற்பி... நடிப்பின் `மான்ஸ்டர்’ எஸ்.ஜே.சூர்யாவின் சினிமா பாதை!,தன்னைத்தானே செதுக்கிய சிற்பி நடிப்பின் மான்ஸ்டர்’ எஸ் ஜே சூர்யாவின் சினிமா பாதை,தன்னைத்தானே செதுக்கிய சிற்பி நடிப்பின் மான்ஸ்டர்’ எஸ் ஜே சூர்யாவின் சினிமா பாதை,தன்னைத்தானே செதுக்கிய சிற்பி நடிப் மான்ஸ்டர்’ எஸ் ஜே சூர்யாவின் சினிமா பாதை,சினிமா,Neutral,https://www.puthiyathalaimurai.com/cinema/the-acting-monster-sj-surya-birthday-special-article
ராணிப்பேட்டை: குடிபோதையில் தாக்கவந்த கணவனை வெட்டிக் கொலை செய்த மனைவி,ராணிப்பேட்டை குடிபோதையில் தாக்கவந்த கணவனை வெட்டிக் கொலை செய்த மனைவி,ராணிப்பேட்டை குடிபோதையில் தாக்கவந்த கணவனை வெட்டிக் கொலை செய்த மனைவி,ராணிப்பேட்டை குடிபோதையில் தாக்க கணவனை வெட்டிக் கொலை மனைவி,குற்றம்,Negative,https://www.puthiyathalaimurai.com/crime/ranipet-wife-hacked-to-death-by-drunken-husband
"8 colors, 6 varients.. அறிமுகமான Kia Syros கார்.. எப்போது முன்பதிவு? சிறப்பம்சங்கள் என்னென்ன?",அறிமுகமான கார் எப்போது முன்பதிவு சிறப்பம்சங்கள் என்னென்ன,அறிமுகமான கார் எப்போது முன்பதிவு சிறப்பம்சங்கள் என்னென்ன,அறிமுகமான கார் எப் முன்பதிவு சிறப்பம்சங் என்னென்ன,கார்,Neutral,https://www.puthiyathalaimurai.com/motor/car/futuristic-connected-kia-car
"”தற்பெருமை தற்கொலைக்கு சமம்” : அர்ஜுனன் - தர்மன் இடையே நடந்த களேபரமும்,  கிருஷ்ணர் சொன்ன உபதேசம்!",”தற்பெருமை தற்கொலைக்கு சமம்” அர்ஜுனன் தர்மன் இடையே நடந்த களேபரமும் கிருஷ்ணர் சொன்ன உபதேசம்,”தற்பெருமை தற்கொலைக்கு சமம்” அர்ஜுனன் தர்மன் இடையே நடந்த களேபரமும் கிருஷ்ணர் சொன்ன உபதேசம்,”தற்பெருமை தற்கொலை சமம்” அர்ஜுனன் தர்மன் இடையே நட களேபரமும் கிருஷ்ணர் சொன்ன உபதேசம்,கதைகள்,Negative,https://www.puthiyathalaimurai.com/spiritual/story/what-krishna-told-about-pride-in-arjunans-kaandeepam-story
Ind V Eng 5th Test| வெறும் 6 ரன்களுக்கு 224 ரன்களுக்கு ஆட்டமிழந்த இந்திய அணி..,வெறும் ரன்களுக்கு ரன்களுக்கு ஆட்டமிழந்த இந்திய அணி,வெறும் ரன்களுக்கு ரன்களுக்கு ஆட்டமிழந்த இந்திய அணி,வெறும் ரன் ரன் ஆட்டமிழ இந்திய அணி,t20,Neutral,https://www.puthiyathalaimurai.com/sports/t20/india-vs-england-5th-test-score-updates
விறுவிறுப்பாக இருக்கிறதா அருள்நிதியின் ஆக்ஷன் த்ரில்லர்? | Rambo Review | Arulnithi | Muthaiya,விறுவிறுப்பாக இருக்கிறதா அருள்நிதியின் ஆக்ஷன் த்ரில்லர்,விறுவிறுப்பாக இருக்கிறதா அருள்நிதியின் ஆக்ஷன் த்ரில்லர்,விறுவிறுப்பாக இருக்கிறதா அருள்நிதியின் ஆக்ஷன் த்ரில்லர்,திரை விமர்சனம்,Neutral,https://www.puthiyathalaimurai.com/cinema/movie-review/arulnithi-rambo-movie-review
ஹைட்ரோகார்பன் பிரித்தெடுப்பு பணி நடக்கவில்லை - கனிமொழி கேள்விக்கு மத்திய அமைச்சர் விளக்கம்,ஹைட்ரோகார்பன் பிரித்தெடுப்பு பணி நடக்கவில்லை கனிமொழி கேள்விக்கு மத்திய அமைச்சர் விளக்கம்,ஹைட்ரோகார்பன் பிரித்தெடுப்பு பணி நடக்கவில்லை கனிமொழி கேள்விக்கு மத்திய அமைச்சர் விளக்கம்,ஹைட்ரோகார்பன் பிரித்தெடுப்பு பணி நடக்கவில்லை கனிமொழி கேள்வி மத்திய அமைச்சர் விளக்கம்,விவசாயம்,Neutral,https://www.puthiyathalaimurai.com/agriculture/union-minister-said--hydro-carbon-project-is-not-going-in-agricultural-zone-in-tamilnadu
இந்தியாவின் G.O.A.T... அஸ்வின் ஓய்வை அறிவித்தது ஏன்? அவர் கேப்டனாக்கப்படாதது யாருக்கான இழுக்கு?,இந்தியாவின் அஸ்வின் ஓய்வை அறிவித்தது ஏன் அவர் கேப்டனாக்கப்படாதது யாருக்கான இழுக்கு,இந்தியாவின் அஸ்வின் ஓய்வை அறிவித்தது ஏன் அவர் கேப்டனாக்கப்படாதது யாருக்கான இழுக்கு,இந்தியாவின் அஸ்வின் ஓய்வை அறிவி கேப்டனாக்கப்படாதது யாருக்கான இழு,கிரிக்கெட்,Negative,https://www.puthiyathalaimurai.com/sports/cricket/cricketer-ashwin-announces-retirement
இருசக்கர வாகனங்களைவிட Car விற்பனை அதிகரிப்பு.. 2022 to 2023 விற்பனை பட்டியல் வெளியீடு,இருசக்கர வாகனங்களைவிட விற்பனை அதிகரிப்பு விற்பனை பட்டியல் வெளியீடு,இருசக்கர வாகனங்களைவிட விற்பனை அதிகரிப்பு விற்பனை பட்டியல் வெளியீடு,இருசக்கர வாகனங்களைவிட விற்பனை அதிகரிப்பு விற்பனை பட்டியல் வெளியீடு,கார்,Neutral,https://www.puthiyathalaimurai.com/motor/car/car-sales-increase-over-two-wheelers-2022-to-2023-sales-list-release
“வங்கிக்கணக்கில் பணம் திருடுபோனால் இதை செய்யுங்கள்; 24 மணி நேரத்தில் மீட்டு தரப்படும்”- சைபர் கிரைம்,“வங்கிக்கணக்கில் பணம் திருடுபோனால் இதை செய்யுங்கள் மணி நேரத்தில் மீட்டு தரப்படும்” சைபர் கிரைம்,“வங்கிக்கணக்கில் பணம் திருடுபோனால் இதை செய்யுங்கள் மணி நேரத்தில் மீட்டு தரப்படும்” சைபர் கிரைம்,“வங்கிக்கணக்கில் பணம் திருடுபோனால் செய்யுங் மணி நேரத்தில் மீட்டு தரப்படும்” சைபர் கிரைம்,டெக்,Neutral,https://www.puthiyathalaimurai.com/technology/cyber-crime-police-guide-on-what-to-do-in-bank-account-scam
3 ஆண்டுகளில் விமான போக்குவரத்துத்துறையில் இத்தனை ஆயிரம் கோடிகள் நஷ்டமா? - அதிர்ச்சி தகவல்,ஆண்டுகளில் விமான போக்குவரத்துத்துறையில் இத்தனை ஆயிரம் கோடிகள் நஷ்டமா அதிர்ச்சி தகவல்,ஆண்டுகளில் விமான போக்குவரத்துத்துறையில் இத்தனை ஆயிரம் கோடிகள் நஷ்டமா அதிர்ச்சி தகவல்,ஆண்டு விமான போக்குவரத்துத்துறையில் இத்தனை ஆயிரம் கோடி நஷ்டமா அதிர்ச்சி தகவல்,இந்தியா,Negative,https://www.puthiyathalaimurai.com/india/lose-in-aviation-sector-in-2021---2022-financial-year
”செல்ஃபோனுக்கு டாய்லெட் சீட் பரவால” - பாக்டீரியா குறித்து ஆய்வறிக்கை கூறும் பகீர் தகவல்!,”செல்ஃபோனுக்கு டாய்லெட் சீட் பரவால” பாக்டீரியா குறித்து ஆய்வறிக்கை கூறும் பகீர் தகவல்,”செல்ஃபோனுக்கு டாய்லெட் சீட் பரவால” பாக்டீரியா குறித்து ஆய்வறிக்கை கூறும் பகீர் தகவல்,”செல்ஃபோனு டாய்லெட் சீட் பரவால” பாக்டீரியா குறித்து ஆய்வறிக்கை பகீர் தகவல்,டிரெண்டிங்,Neutral,https://www.puthiyathalaimurai.com/trending/university-of-arizona-study-about-bacteria-in-cellphone
இந்திய சிந்தனை மரபில் பகுத்தறிவு!,இந்திய சிந்தனை மரபில் பகுத்தறிவு,இந்திய சிந்தனை மரபில் பகுத்தறிவு,இந்திய சிந்தனை மரபில் பகுத்தறிவு,சிறப்புக் களம்,Neutral,https://www.puthiyathalaimurai.com/features/rational-thinking-in-thought-process-of-indians
‘32 வருஷத்துக்குப்பின் படிக்க வர்றேன்’- தமிழக அரசின் முன்னெடுப்பால் நிறைவேறிய புதுமைப்பெண்ணின் கனவு!,‘ வருஷத்துக்குப்பின் படிக்க வர்றேன்’ தமிழக அரசின் முன்னெடுப்பால் நிறைவேறிய புதுமைப்பெண்ணின் கனவு,‘ வருஷத்துக்குப்பின் படிக்க வர்றேன்’ தமிழக அரசின் முன்னெடுப்பால் நிறைவேறிய புதுமைப்பெண்ணின் கனவு,‘ வருஷத்துக்குப் படிக்க வர்றேன்’ தமிழக அரசின் முன்னெடுப்பால் நிறைவேறிய புதுமைப்பெண்ணின் கனவு,பெண்கள்,Positive,https://www.puthiyathalaimurai.com/women/karur-woman-studies-after-32-years-under-pudhumai-penn-scheme
RCB அணியின் புதிய கேப்டன் அறிவிப்பு.. ”நீங்கள் தகுதியானவர்” - விராட் கோலி வெளியிட்ட வாழ்த்து செய்தி,அணியின் புதிய கேப்டன் அறிவிப்பு ”நீங்கள் தகுதியானவர்” விராட் கோலி வெளியிட்ட வாழ்த்து செய்தி,அணியின் புதிய கேப்டன் அறிவிப்பு ”நீங்கள் தகுதியானவர்” விராட் கோலி வெளியிட்ட வாழ்த்து செய்தி,அணியின் புதிய கேப்டன் அறிவிப்பு ”நீங் தகுதியானவர்” விராட் கோலி வெளியி வாழ்த்து செய்தி,t20,Positive,https://www.puthiyathalaimurai.com/sports/t20/rajat-patidar-announced-as-the-new-captain-of-rcb-team
அரையிறுதியில் அதிர்ச்சி கொடுத்த நியூசிலாந்து - தோல்விக்கு இந்த 5 விஷயங்கள் தான் காரணம்!,அரையிறுதியில் அதிர்ச்சி கொடுத்த நியூசிலாந்து தோல்விக்கு இந்த விஷயங்கள் தான் காரணம்,அரையிறுதியில் அதிர்ச்சி கொடுத்த நியூசிலாந்து தோல்விக்கு இந்த விஷயங்கள் தான் காரணம்,அரையிறுதியில் அதிர்ச்சி கொடு நியூசிலாந்து தோல்வி விஷயங் காரணம்,விளையாட்டு,Negative,https://www.puthiyathalaimurai.com/sports/these-5-things-are-the-reasons-for-the-defeat-of-the-new-zealand-team
”உனக்கு தொடர்ந்து வாய்ப்பு கொடுப்பேன்..” அபிமன்யுவிற்கு கம்பீர் கொடுத்த உறுதி!,”உனக்கு தொடர்ந்து வாய்ப்பு கொடுப்பேன் ” அபிமன்யுவிற்கு கம்பீர் கொடுத்த உறுதி,”உனக்கு தொடர்ந்து வாய்ப்பு கொடுப்பேன் ” அபிமன்யுவிற்கு கம்பீர் கொடுத்த உறுதி,”உன தொடர்ந்து வாய்ப்பு கொடு ” அபிமன்யுவிற் கம்பீர் கொடு உறுதி,கிரிக்கெட்,Positive,https://www.puthiyathalaimurai.com/sports/cricket/gambhir-promises-to-give-abhimanyu-easwaran-a-long-chance
"வணிக பயன்பாட்டிற்கான  சிலிண்டர் விலை ரூ.2,133 க்கு விற்பனை",வணிக பயன்பாட்டிற்கான சிலிண்டர் விலை ரூ க்கு விற்பனை,வணிக பயன்பாட்டிற்கான சிலிண்டர் விலை ரூ க்கு விற்பனை,வணிக பயன்பாட்டிற்கான சிலிண்டர் விலை ரூ க் விற்பனை,வணிகம்,Neutral,https://www.puthiyathalaimurai.com/business/commercial-cylinder-price-of-has-gone-up-by-rs-268-to-rs-2-133
படிப்புக்கேற்ற சம்பளம் இல்லை;ஆனால் உழைப்புக்கேற்ற ஊதியம் உண்டு- விவசாயம் செய்யும் பட்டதாரி,படிப்புக்கேற்ற சம்பளம் இல்லை ஆனால் உழைப்புக்கேற்ற ஊதியம் உண்டு விவசாயம் செய்யும் பட்டதாரி,படிப்புக்கேற்ற சம்பளம் இல்லை ஆனால் உழைப்புக்கேற்ற ஊதியம் உண்டு விவசாயம் செய்யும் பட்டதாரி,படிப்புக்கேற்ற சம்பளம் உழைப்புக்கேற்ற ஊதியம் உண்டு விவசாயம் பட்டதாரி,விவசாயம்,Neutral,https://www.puthiyathalaimurai.com/agriculture/there-is-no-salary-for-study-but-there-is-pay-for-work-----mba-graduate-in-agriculture----
ஐபிஎல் ஏலத்தில் RCB தூக்கிய வீரர் மிரட்டல் பந்துவீச்சு.. 90 ரன்னுக்கு சுருண்ட தமிழ்நாடு!,ஐபிஎல் ஏலத்தில் தூக்கிய வீரர் மிரட்டல் பந்துவீச்சு ரன்னுக்கு சுருண்ட தமிழ்நாடு,ஐபிஎல் ஏலத்தில் தூக்கிய வீரர் மிரட்டல் பந்துவீச்சு ரன்னுக்கு சுருண்ட தமிழ்நாடு,ஐபிஎல் ஏலத்தில் தூக்கிய வீரர் மிரட்டல் பந்துவீச்சு ரன்னு சுருண்ட தமிழ்நாடு,t20,Neutral,https://www.puthiyathalaimurai.com/sports/t20/tamil-nadu-bowled-out-for-90-runs-by-rcb-player-amazing-bowling-in-smat
"புதிய தலைமுறை Live Updates - November 04, 2023",புதிய தலைமுறை,புதிய தலைமுறை,புதிய தலைமுறை,live updates,Neutral,https://www.puthiyathalaimurai.com/trending/live-updates/live-updates-november-04-2023
இந்தியாவில் தொலைத்தொடர்பு சேவை.. 120 கோடியைக் கடந்த வாடிக்கையாளர்கள்!,இந்தியாவில் தொலைத்தொடர்பு சேவை கோடியைக் கடந்த வாடிக்கையாளர்கள்,இந்தியாவில் தொலைத்தொடர்பு சேவை கோடியைக் கடந்த வாடிக்கையாளர்கள்,இந்தியாவில் தொலைத்தொடர்பு சேவை கோடியைக் கட வாடிக்கையாளர்,இந்தியா,Positive,https://www.puthiyathalaimurai.com/india/telecommunication-customers-has-increased-to-12-billion
பிளாட்ஃபார்மில் ஏற வந்தவரை பளாரென அறைந்த RPF போலீஸ்.. வைரல் வீடியோவின் திக் திக் நொடிகள்!,பிளாட்ஃபார்மில் ஏற வந்தவரை பளாரென அறைந்த போலீஸ் வைரல் வீடியோவின் திக் திக் நொடிகள்,பிளாட்ஃபார்மில் ஏற வந்தவரை பளாரென அறைந்த போலீஸ் வைரல் வீடியோவின் திக் திக் நொடிகள்,பிளாட்ஃபார்மில் ஏற பளாரென அறை போலீஸ் வைரல் வீடியோவின் திக் திக் நொடி,டிரெண்டிங்,Negative,https://www.puthiyathalaimurai.com/trending/man-risks-his-life-to-cross-train-track--gets-slapped-by-rpf-officer
‘நாங்க போவோம்.. இல்லனா இங்கேயேகூட படுப்போம்’- யானைகள் கூட்டத்தால் பதறிப்போன பயணிகள்,‘நாங்க போவோம் இல்லனா இங்கேயேகூட படுப்போம்’ யானைகள் கூட்டத்தால் பதறிப்போன பயணிகள்,‘நாங்க போவோம் இல்லனா இங்கேயேகூட படுப்போம்’ யானைகள் கூட்டத்தால் பதறிப்போன பயணிகள்,‘நாங்க போ இல்லனா இங்கேயேகூட படுப்போம்’ யானை கூட்டத்தால் பதறிப்போன பயணி,சுற்றுச்சூழல்,Negative,https://www.puthiyathalaimurai.com/environment/elephant-blocking-road-near-nilgiris
பார்வை குறைபாடுடைய மாணவர்கள் இத்தனை இன்னல்களுக்கு மத்தியில்தான் கல்வி கற்கிறார்கள்- தீர்வுதான் என்ன?,பார்வை குறைபாடுடைய மாணவர்கள் இத்தனை இன்னல்களுக்கு மத்தியில்தான் கல்வி கற்கிறார்கள் தீர்வுதான் என்ன,பார்வை குறைபாடுடைய மாணவர்கள் இத்தனை இன்னல்களுக்கு மத்தியில்தான் கல்வி கற்கிறார்கள் தீர்வுதான் என்ன,பார்வை குறைபாடுடைய மாணவர் இத்தனை இன்னல் மத்தியில்தான் கல்வி கற் தீர்வுதான்,சிறப்புக் களம்,Negative,https://www.puthiyathalaimurai.com/features/is-their-education-in-the-midst-of-all-these-hardships-for-visually-impaired-students
3 நாள் போர் நிறுத்தம்.. ரஷ்யா திடீர் அறிவிப்பு.. ஏன் தெரியுமா?,நாள் போர் நிறுத்தம் ரஷ்யா திடீர் அறிவிப்பு ஏன் தெரியுமா,நாள் போர் நிறுத்தம் ரஷ்யா திடீர் அறிவிப்பு ஏன் தெரியுமா,நாள் போர் நிறுத்தம் ரஷ்யா திடீர் அறிவிப்பு தெரியுமா,உலகம்,Neutral,https://www.puthiyathalaimurai.com/world/russia-president-putin-announces-3-day-temporary-ceasefire
IND vs PAK Final| ”இறுதிப்போட்டிக்காக சிறந்ததை சேமித்து வைத்துள்ளோம்..” - பாகிஸ்தான் கேப்டன்,”இறுதிப்போட்டிக்காக சிறந்ததை சேமித்து வைத்துள்ளோம் ” பாகிஸ்தான் கேப்டன்,”இறுதிப்போட்டிக்காக சிறந்ததை சேமித்து வைத்துள்ளோம் ” பாகிஸ்தான் கேப்டன்,”இறுதிப்போட்டிக்காக சிறந்ததை சேமித்து வைத்துள்ளோம் ” பாகிஸ்தான் கேப்டன்,கிரிக்கெட்,Positive,https://www.puthiyathalaimurai.com/sports/cricket/pakistan-captain-says-we-will-win-the-asia-cup-final
