category,processed_title
sports,”பும்ராவிற் முன்பே இந்தியாவின் சிற பவுலர் அவர்தான்” ஷமியின் முக்கியத்துவம் குறித்து பாலாஜி ஓபன்
sports,”இது நடந்தால் இந்தியா வெல்வது கடினம் ” செமிஃபைனல் அணி தேர்வு அஸ்வின்
sports,கராச்சி ஸ்டேடியம் மற்றநாட்டு கொடி இந்தியக் கொடி நீக்கம் வைரலாகும் வீடியோ
sports,”பும்ரா இல்லாதது இந்தியாவை வீழ் வங்கதேசத்திற் சரியான வாய்ப்பு ” மூ வங்கதேச வீரர்
sports,காலில் ஏற்ப காயம் பயிற்சியின் வலியால் துடி ரிஷப் பண்ட் அப்டேட்
sports,”இந்தியா கோப்பை வெல்லும் ” ரன் விக் தொடர் நாயகன் வீரர் கணி கிளார்க்
sports,சென்னை எதிரான போட்டியில் ஹர்திக் விளையாடத் தடை காரணம்
sports,’இ நியூசிலாந்து கோப்பை வெல்லும் ’ சாம்பியன்ஸ் டிராபி குறித்து டிம் சவுத்தீ நம்பிக்கை
sports,’சாம்பியன் சாம்பியன்ஸ் டிராபி செல் ’ வங்கதேச கேப்டன் நம்பிக்கை
sports,ஐபிஎல் போட்டி அட்டவணை வெளியீடு முதலிரண்டு போட்டியில் அணி எதிர்கொள்ளும்
sports,சாம்பியன்ஸ் டிராபி இறுதிப்போட்டி அணி இந்தியாவு காத்திருக்கும் சவால்
sports,சாம்பியன்ஸ் டிராபி பலத்துடன் இந்திய அணி இருக் ரோகித் கோ குறித்து பார்வை
sports,‘கில்லி’ வெடி ரிச்சா போட்டியிலேயே மகத்தான சாதனை கெத்து காட்டிய ஆர்சிபி
sports,சாம்பியன்ஸ் டிராபி அடேங்கப்பா இத்தனை கோடிகளா பரிசுத்தொகையை அறிவி ஐசிசி
sports,பிசிசி புதிய விதி திடீரென அமல்படு காரணம் வெளியான புது தகவல் கவலையில் வீரர்
sports,”உங் யாருக்கும் தகுதியில்லை ” அணி மோசமான செயல் அதிருப்தியில் சாடிய பீட்டர்சன்
sports,கோலாகலமாக தொடங் மகளிர் ஐபிஎல் ஸ்டார் வீரர் எங் நடக் முழுவிவரம்
sports,அணியின் புதிய கேப்டன் அறிவிப்பு ”நீங் தகுதியானவர்” விராட் கோலி வெளியி வாழ்த்து செய்தி
sports,அதிவேகமாக ரன் விராட் கோலி படை பிரமாண்ட சாதனை
sports,வது ரன்னு சுருண்ட இங்கிலாந்து ஒயிட்வாஷ் செய்தது இந்தியா
sports,இந்திய வீரரும் படைக்காத சாதனை போட்டியில் வரலாற்று சம்பங் நிகழ்த்திய கில்
sports,ரஞ்சிக்கோப்பை ரன்னில் அரையிறுதி முன்னேறிய கேரளா ஹீரோவாக மாறிய சல்மான் நிசார்
sports,ரிஷப் பண்ட் உயிரைக் காப்பாற்றிய நபரு மருத்துவமனையில் தீவிர சிகிச்சை காரணம்
sports,மஹீஷ் தீக்ஷனா விக்கெட்டு ஆஸியை ரன்னுக்குள் சுருட்டி இலங்கை அபார வெற்றி
sports,வது கில் அதிரடி சதம் கோலி ஸ்ரேயாஸ் அரைசதம் ரன் குவி இந்தியா
sports,கிருஷ்ணமாச்சாரி ஸ்ரீகாந்த் தோனி படை பிரத்யேக சாதனை வது இந்திய வீரராக அசத்திய சுப்மன் கில்
sports,பவுண்டரி சிக்சர் ஆவது ஒருநாள் போட்டியில் வது சதம் விளாசினார் சுப்மன் கில்
sports,சேர்க்கப்படாத சிராஜ் கொந்தளிக்கும் ரசிகர் தரவு சொல்கின்றன
sports,சாம்பியன்ஸ் டிராபியில் விளையாடுவாரா பும்ரா பிசிசி வெளியி முக்கிய அறிவிப்பு
sports,வருமானத்தில் வாங்கினீர் ஜெய்ஸ்வால் நெகிழ்ச்சிகரமான பதில்
sports,” இலங்கை அணி தற்போதைய இந்தியாவை நாட் தோற்கடிக்கும் ” அர்ஜுன ரணதுங்கா
sports,ரஞ்சிக்கோப்பை ரஹானே சதம் ஷர்துல் விக்கெட்டு கெத்தாக சென்றது மும்பை
sports,ரஞ்சிக்கோப்பை காலிறுதியில் தமிழ்நாடு தோல்வி செமி ஃபைனல் சென்றது விதர்பா
sports,முத்தரப்பு தொடர் வது சதமடி கேன் வில்லியம்சன் இறுதிப்போட்டி தகுதிபெற்றது
sports,’ஐசிசி விதியால் வீழ் கங்குலி துள்ளிகுதி தோனி’ இந்தியாவும் சாம்பியன்ஸ் டிராபியும் பார்வை
sports,கேஎல் ராகுலு கம்பீர் அநியாயம் செய் முன்னாள் இந்திய கேப்டன் விமர்சனம்
sports,‘ஆரம்பமே தெறி ’ யாருமே படைக்காத சாதனை அறிமுகப் போட்டியிலேயே வரலாறு படை தென்னாப்ரிக்க வீரர்
sports,அயர்லாந்து குத்துச்சண்டை போட்டியின் காயமடை வயது வீரர் மரணம்
sports,’பத்திகிச்சு ராட்சத திரி ’ வது சதமடி ரோகித் சர்மா
sports,வேற மாதிரி கம்பேக் கொடு ரோகித் சர்மா இங்கிலாந்து எதிரான தொடரை வென்றது இந்தியா
sports,’பொளக்கட்டும் பற பற ’ உலகத்தில் வது கிரிக்கெட் வீரராக வரலாறு படை ரோகித் சர்மா
sports,வது ஒருநாள் போட்டி சுழலில் அசத்திய ஜடேஜா ரன் குவி இங்கிலாந்து
sports,மகளிர் ஐபிஎல் உ பி வாரியர்ஸ் அணியின் புதிய கேப்டன் மாற்றம் இந்திய ஆல்ரவுண்டர் நியமனம்
sports,தென்னாப்ரிக்கா டி லீக் சாம்பியனை வீழ்த்தி கோப்பை வென்றது கேப்டவுன்
sports,சொ மண்ணிலேயே இலங்கை ஒயிட்வாஷ் வருடங் சாதனை படை ஆஸ்திரேலியா
sports,சாமி கைவிட்டாலும் மும்பையை கைவிடாத தனுஷ் கோட்டியான் தரமான பேட்டிங்
sports,ரோகித் கேப்டன்சியில் அதிருப்தி மீண்டும் கோலியை ஏற்குமாறு கே கம்பீர் வெளியான தகவல்
sports,டெஸ்ட்டில் விக்கெட்டு ஆஸி எதிராக மிரட்டிய பிரபாத் ஜெயசூர்யா
sports,”முகமது சிராஜை ஹர்சித் ரானா சிற பந்துவீச்சாளர் ” பார்த்தீவ் படேல்
sports,”பும்ரா இருந்தாலும் இந்திய அணியை வீழ்த்து கவலைப்பட வேண்டியது இந்தியா தான்” பாக் பயிற்சியாளர்
sports,லாகூர் பாகிஸ்தான் தென்னாப்ரிக்கா நியூசிலாந்து மோதும் முத்தரப்பு தொடர் நாளை மோதல்
sports,டெஸ்ட்டில் வது சதம் ஆசிய மண்ணில் பிரமாண்ட சாதனை படை ஸ்டீவ் ஸ்மித் க் சுருண்ட இலங்கை
sports,ஓபனாக பேசிய ஷ்ரேயாஸ் அதிருப்தியை ஏற்படுத்திய கேப்டன் ரோகித்தின் முடிவு நட
sports,நெருப்பாக ஸ்ரேயாஸ் நிதான ஆட்டத்தில் கில் இந்தியா அதிரடி வெற்றி
sports,விக்கெட் வேட்டையாடிய ஹர்ஷித் போட்டியிலேயே புதிய சாதனை
sports,”இது இருந்ததிலேயே நான்தான் சிற கால்பந்து வீரர்” ரொனால்டோ
sports,விராட் கோலி விக்கெட்டை எடு ரயில்வே அணி பவுலர் பஸ் டிரைவர் கொடு ஐடியாவா
sports,வெறும் போட்டிகள்தான் புதிய உலக சாதனை படை ஷிவம் துபே
sports,சாம்பியன்ஸ் டிராபி “ அணி க் முன்னேறும் வது அணியும் ரேஸில் உண்டு ” ரிக்கி பாண்டிங்
sports,டாடா ஸ்டீல் செஸ் டைட்டில் வென்ற பிரக்ஞானந்தா தோற்றப் உடைந்து அழுத குகேஷ்
sports,ஆஸ்திரேலிய கிரிக்கெட்டின் மதிப்பு விருது ஆலன் பார்டர் பதக்கத்தை முதல்முறையாக வென்ற ஹெட்
sports,”பும்ராவின் நைட்மேர் வீட்டிலும் தொடர் ” வயது மருமகன் செய்ததை மிட்செல் மார்ஷ்
sports,மகளிர் உலகக் கோப்பை தொடர் “கமலினியின் கடின உழைப்பே காரணம்” பெற்றோர் பெருமிதம்
sports,பந்துவீச்சிலும் மிரட்டல் ரன்னில் சுருண்ட ரன் வித்தியாசத்தில் இந்தியா அபார வெற்றி
sports,என்னா அடி சிக்ஸர் விளாசல் ருத்ர தாண்டவம் ஆடிய அபிஷேக் சர்மா போட்டியில் இமாலய சாதனை
sports,ரஞ்சிப்போட்டி திரும்பிய விராட் கோலி ரசிகர் கருத்து அஸ்வின் விமர்சனம்
sports,யு மகளிர் டி உலகக்கோப்பை யுவராஜ் சிங்கை நினைவுபடுத்திய திரிஷா தரமான சாதனை
sports,மீண்டும் ஃபைனலில் தோற்ற தென்னாப்ரிக்கா வது முறையாக யு டி உலகக்கோப்பை வென்ற மகளிர் அணி
sports,யு மகளிர் டி உலகக்கோப்பை ஃபைனல் சொதப்பிய தென்னாப்ரிக்கா இந்தியாவிற் ரன் இல
sports,பிசிசி விருது வருட கிரிக்கெட் வாழ்க்கை சச்சினு வாழ்நாள் சாதனையாளர் விருது
sports,ஓய்வை அறிவி ரித்திமான் சாஹா சக வீரர் நெகிழ்ச்சியான சம்பவம்
sports,ஆண்டில் இந்தியா இப் ஆடியதில்லை ஹர்திக் துபே ரிங்குவை பாராட்டித் தள்ளிய அஸ்வின்
sports,செய்தது நியாயமே பின்நாளில் நமக்கே நடந்தால் ஹர்சித் ரானா விவகாரம் குறித்து அஸ்வின்
sports,ஆஸி ஸ்பின்னர்களிடம் சுருண்ட இலங்கை சொ மண்ணில் இன்னிங்ஸ் ரன்னில் தோல்வி
sports,விராட் கோலி அவுட் இன்னிங்ஸ் வெற்றி டெல்லி அணி வேற லெவல் கம்பேக்
sports,“ சதங் அடித்தவரு எப் மீளவேண்டும் தெரியும் ” கோலி ஆதரவாக ராயுடு கருத்து
sports,திடீரென ஆட்டத்தை மாற்றிய ஹர்சித் ரானா சாதனை வெற்றிதான் இந்தியா செய்தது சரியா
sports,வது டி ”வ சென்றார்கள்” ஓவரில் விக்கெட்டு இழ இந்தியா
sports,பும்ரா விளையாட மா இந்தியாவின் சாம்பியன்ஸ் டிராபி கனவு அவ்ளோ தானா வெளியான அதிர்ச்சி தகவல்
sports,’மீண்டும் பைனலில் இந்தியா தென்னாப்ரிக்கா ’ யு டி உலகக்கோப்பையில் மகளிர் அணி அசத்தல்
sports,ஆண்டுகளுக்குப் ரஞ்சியில் விராட் ரன் அவுட் மைதானத்தை வெளியேறும் ரசிகர்
sports,‘புத்திசாலி கேப்டன்’ தோனி இணையாக மற்றொரு வீரரை பெயரி அஸ்வின் கடினமான பேட்ஸ்மேன் இவர்தான்
sports,டெஸ்ட்டில் ஆஸி வீரர் சாதனை ரன் குவிப்பு சொ மண்ணில் இலங்கை பரிதாபம்
sports,ரூ கோடி செலவில் உலகின் மிகப்பெரிய கிரிக்கெட் மைதானம் அமராவதியில் அமைக்க அரசு முடிவு
sports,வது டி பந்துவீச்சில் மிரட்டிய இங்கிலாந்து அணி ரன் வித்தியாசத்தில் இந்தியா தோல்வி
sports,இது இந்திய வீரர் வென்ற விருது சச்சின் டிராவிட் வரிசையில் மகுடம் சூடிய பும்ரா
sports,வது டி விக்கெட்டு வீழ்த்தி மிரட்டிய வருண் சக்கரவர்த்தி ரன் அடி
sports,வது டி உலகக்கோப்பை களத்தில் முகமது ஷமி இந்தியா பந்துவீச்சு தேர்வு
sports,புள்ளி பட்டியலில் கடைசி முடி பாகிஸ்தான் வங்கதேசத்துடன் வது அணியாக இணை
sports,மகளிர் டி வாணவேடிக்கை நிகழ்த்திய திரிஷா ரன் சுருண்ட ஸ்காட்லாந்து
sports,வெறுப்பவர் வெறுக்கட்டும் ஓய்வு அறிவித்து விடாதீர் க் வயது சிறுவன் எழுதிய கடிதம்
sports,நமீபியா வீரர் ஐசிசி விருது வீரராக கமிந்து யாரு விருது முழுவிபரம்
sports,ஆண்டு பாகிஸ்தான் மண்ணில் வெற்றி வரலாறு படை வெஸ்ட் இண்டீஸ்
sports,சிற டெஸ்ட் கிரிக்கெட்டர் விருது ஜோ ரூட் ஹாரி ப்ரூக்கை வீழ்த்தி வென்றார் பும்ரா
sports,செஸ் தொடர் வைஷாலியிடம் கை குலுக்க மறுப்பு மன்னிப்பு கே உஸ்பெகிஸ்தான் வீரர்
sports,ம் ஆண்டு சிற கிரிக்கெட்டர் வது முறையாக ஸ்மிரிதி முதல்முறையாக ஆப்கான் வீரர் தேர்வு
sports,பத்மஸ்ரீ விருது பெறும் தமிழ்நாட்டு கிரிக்கெட் வீரர் அஸ்வினா பத்ரிநாத் பதிவின்
sports,வெறும் போட்டி புதிய உலக சாதனை படை திலக் வர்மா
sports,மகளிர் டி திணறிய வங்கதேசம் எளிதில் வீழ்த்தி அரையிறுதிக்குள் நுழை இந்தியா
sports,வது இறுதி அனல்பற ஆட்டம் தனியொரு ஆளாக வென்ற திலக் வர்மா இந்தியா த்ரில் வெற்றி
sports,ம் ஆண்டு சிற டி கிரிக்கெட் வீரர் பும்ரா ஐசிசி விருதை வென்றார் அர்ஷ்தீப் சிங்
sports,வது விக்கெட் வீழ்ந்தாலும் சிக்ஸர் மழை பொழி இங்கிலாந்து இந்தியாவு ரன் இல
sports,சென்னை டி போட்டி வாஷிங்டன் சுந்தரு வாய்ப்பு ஓவரில் விக்கெட் இழ இங்கிலாந்து
sports,ஆஸ்திரேலியா ஓபன் வீராங்கனையை வீழ்த்தி கிராண்ட்ஸ்லாம் பட்டம் வென்றார் மேடிசன் கீஸ்
sports,ரோகித் ஜெய்ஸ்வால் ஸ்ரேயாஸ் ரஹானே இருந்தும் மும்பை தோல்வி ஆண்டு ஜம்மு காஷ்மீர் வரலாறு
sports,’ பார்த்தாலே அதிருதே ’ ரோகித் தலைமையில் தரமான டி அணியை அறிவி ஐசிசி
sports,பவுண்டரி சிக்சர் ரஞ்சிப் போட்டியில் சதமடி சுப்மன் கில் விமர்சனத்திற் பதிலடி
sports,‘⃣ ’ ரஞ்சிப் போட்டியில் விக்கெட்டு குவி ஜடேஜா
sports,இந்திய வீரர் ஒருவர் கூட ம் ஆண்டுக்கான சிற அணியை வெளியி ஐசிசி
sports,தமிழக கபடி வீராங்கனை தாக்குதல் துணை முதல்வர் உதயநிதி ஸ்டாலின் சொன்ன முக்கிய தகவல்
sports,ரோகித் கில் பண்ட் ஜெய்ஸ்வால் க் திரும்பிய வீரர் நேர் சோதனை
sports,மகளிர் டி லீக் போட்டியிலும் வெற்றி சூப்பர் சுற்று இந்தியா தகுதி
sports,இந்திய பவுலராக டி விக்கெட் யுஸ்வேந்திர சாஹல் மன்னிப்பு கே அர்ஷ்தீப் சிங்
sports,‘மும்பை கா ராஜா’ ரோகித் சர்மா எதிர்பார்க்கப்ப ரஞ்சி தொடரில் ரன் ரசிகர் ஏமாற்றம்
sports,‘என்னா அடி ’ ரோகித் யுவராஜ் சாதனை நெருங்கிய அபிஷேக் ஷர்மா ‘கோட்டை அழிங்கப்பா’
sports,சாம்பியன்ஸ் டிராபி ஒருவழியாக முடிவு இந்தியாவின் ஜெர்சி விவகாரம்
sports,இடி மாதிரி இறங்கிய அடி சிக்ஸர் மழை பொழி அபிஷேக் ஷர்மா இந்தியா அபார வெற்றி
sports,சாஹல் தனஸ்ரீ வதந்தி மாறிமாறி பதிவு வெளியிட்டு முற்றுப்புள்ளி வை தம்பதி
sports,இந்திய அணி ஜெர்சியில் பாகிஸ்தான் பெயர் அச்சிட பிசிசி மறுப்பு வெடி புதிய சர்ச்சை
sports,மாற்றுத்திறனாளிகளுக்கான சாம்பியன்ஸ் டிராபி கோப்பை வென்று இந்திய கிரிக்கெட் அணி சாதனை
sports,ஹாட்ரிக் விக்கெட் ரன்னு ஆல்அவுட் டி உலகக்கோப்பையில் வீராங்கனை வரலாறு
sports,சாம்பியன்ஸ் டிரோபி இந்திய அணி மிகப்பெரிய சிக்கல் என்னென்ன
sports,”குடும்பம் அருகில் இருப்பதால் கிரிக்கெட் பாதிக்காது ” பிசிசி புதிய ரூல் குறித்து ஜோஸ் பட்லர்
sports,”விராட் கோலி உலகம் சிற ஒயிட் பால் கிரிக்கெட் வீரர் ” சவுரவ் கங்குலி
sports,”தோனியின் வார்த்தை பின்பற்று ” கேப்டனாக மாறியபிற பேசிய பண்ட்
sports,சிற கேப்டனாக தோனி ரோகித் பண்ட் பெயரும் சொல்லப்படும் ஓனர் நம்பிக்கை
sports,டென்னிஸ் வீராங்கனையைக் கரம்பிடி நீரஜ் சோப்ரா ஹிமானி மோர்
sports,மிகப்பெரிய முடிவெடு விராட் கோலி வருடத்திற் ரஞ்சிக் கோப்பையில் கம்பேக்
sports,மகளிர் ஆஷஸ் டி போட்டியில் இங்கிலாந்தை வீழ்த்தியது ஆஸ்திரேலியா
sports,டக்அவுட் ரன் ரன்னு ஆல்அவுட் சமோவா அணியை சிதறடி தென்னாப்ரிக்கா
sports,ஓராண்டாக தொடரும் காதல் பெற்றோர் பச்சைக்கொடி சமாஜ்வாதி எம்பி யை கரம் பிடிக் ரிங் சிங்
sports,யு மகளிர் டி உலகக்கோப்பை வீரர் டக்அவுட் ரன்னில் சுருண்ட மலேசியா இலங்கை அபாரம்
sports,யு மகளிர் டி உலகக்கோப்பை ரன்னில் த்ரில் வெற்றி நியூசிலாந்தை வீழ்த்தி நைஜீரியா வரலாறு
sports,வெறும் பயிற்சி செஷன் ஆண்டு அஜித்தின் பெஸ்ட் ஐரோப்பிய ரேஸில் தகுதி
sports,கோ கோ உலகக் கோப்பை அறிமுக சீசனிலேயே உலகக்கோப்பை வென்று இந்திய ஆடவர் அணி சாதனை
sports,கோ கோ உலகக் கோப்பை சீசனிலேயே உலகக்கோப்பை வென்று மகுடம் சூடியது இந்திய மகளிர் அணி
sports,விஜய் ஹசாரே டிரோபி இறுதிப்போட்டியில் கருண் நாயரின் விதர்பா தோல்வி கோப்பை வென்றது கர்நாடகா
sports,புதிய விதி “வீரர் மனைவி கிரிக்கெட் தெரியாது” முன்னாள் வீரர் சர்ச்சை பேச்சு
sports,சஞ்சு சாம்சனு ஆதரவு காம்பீரின் பழைய வீடியோ வைரல்
sports,வீரர் தேர்வு காம்பீர் ரோகித் இடையே வெடி மோதல்
sports,“உங்களுக்காக வருத்தப்படு கருண்” ஆதரவாக ரசிகர் முன்னாள் வீரர் அகர்கர் சொல்வதென்ன
sports,சாம்பியன்ஸ் டிராபி இந்திய அணி அறிவிப்பு பும்ராவிற் இடமா விக்கெட் கீப்பர்
sports,ரஞ்சி டிராபி தொடரில் விலகும் கோலி ராகுல் காரணம்
sports,சமாஜ்வாதி எம் பி ரிங் சிங் நிச்சயதார்த்தமா உண்மை எம் பி யின் தந்தை சொன்ன தகவல்
sports,“வீரர் மனைவி இருப்பதால் இந்திய அணி தோற்கவில்லை” ஹர்பஜன் சிங்
sports,குகேஷ் உட்பட விளையாட்டு வீரர் கேல் ரத்னா விருது குடியரசுத் தலைவர்
sports,கோ கோ உலகக் கோப்பை பிரேசிலை வீழ்த்தி இரண்டாவது வெற்றியை பதிவு இந்தியா
sports,பும்ரா பிராட்மேன் மோதியிருந்தால் அவரின் சராசரி குறைந்திருக்கும் ஆடம் கில்கிறிஸ்ட்
sports,பிரதிகா ரன் மந்தனா ரன் ரன் குவி இந்திய அணி
sports,பவுண்டரி சிக்சர் பந்தில் ரன் குவி ஸ்மிரிதி அதிவேக சதமடித்து சாதனை
sports,போட்டியில் விக்கெட்டு ஐசிசி டிசம்பர் மாதத்திற்கான சிற வீரராக பும்ரா தேர்வு
sports,‘பாகிஸ்தானு இந்திய கேப்டன் ரோகித் சர்மா ’ வெளியான தகவல்
sports,பெங்களூர் அணியை விலை வாங்கிய இயக்குநர் அட்லீ மனைவி பிரியா
sports,மகளிர் ஆஷஸ் ரன்னை டிஃபண்ட் செய்து ஆஸி அணி வெற்றி ஒருநாள் தொடரை இழ இங்கிலாந்து
sports,ஐசிசி சாம்பியன்ஸ் டிரோபி நாடு அணி வீரர் விவரம்
sports,சிறப்பாக விளையாடவில்லை என்றால் சம்பளம் குறைக்கப்படும் பிசிசி அதிரடி முடிவு
sports,உலகக்கோப்பையில் ராயுடு நீக்கப்பட்டதற் கோலி காரணம் உத்தப்பா பகீர் குற்றச்சாட்டு
sports,திருப்பதியில் நேர்த்திக்கடன் முட்டிப் போட்டு படியேறிய நிதிஷ் குமார் ரெட்டி வைரல் வீடியோ
sports,கோ கோ உலகக் கோப்பை போட்டியில் நேபாளத்தை வீழ்த்தி இந்தியா அசத்தல் வெற்றி
sports,ஒருநாள் போட்டியில் ரன் அடி வயது வீராங்கனை ஓவரில் ரன் குவிப்பு
sports,பெரிய பாக்ஸிங் டே டெஸ்ட் பொங்கல் டெஸ்ட் கிரிக்கெட் தெரியுமா
sports,வென்ற அணி மாற்றங் சாம்பியன்ஸ் டிரோபியை குறி வைக்கும் கம்மின்ஸ்
sports,சாம்பியன்ஸ் டிரோபி நார்ஜே இங்கிடி கம்பேக் ஸ்டப்ஸ் ரிக்கல்டன் சேர்ப்பு வலுவான அணி அறிவிப்பு
sports,நடப்பாண்டு பி எல் கிரிக்கெட் தொடர் தேதி அறிவிப்பு
sports,முதல்முறையாக தோனியை பாராட்டிய யுவராஜ் சிங் தந்தை சொன்னார் பாருங்க
sports,ன் புதிய செயலாளராக தேவ்ஜித் சைக்கியா தேர்வு புதிய பொருளாளர் நியமனம்
sports,”கார் பந்தயத்தில் என்னை அனுமதித்ததற் நன்றி ஷாலு ” மனைவி நன்றி சொன்ன அஜித்
sports,”கபில்தேவை சுட்டுக்கொல்ல துப்பாக்கியுடன் அவருடைய வீட்டிற் சென்றேன் ” யுவராஜ் சிங் தந்தை
sports,சதமடி ஜெமிமா ரோட்ரிக்ஸ் ரன் குவி இந்தியா அயர்லார்ந்தை வீழ்த்தி அசத்தல்
sports,”தொடர்ந்து தமிழ்நாட்டிற் பெருமை சேர்க்க ” அஜித்குமாரு உதயநிதி வாழ்த்து
sports,துபாய் கார் ரேஸில் வது துள்ளிக்குதி அஜித்
sports,‘அணி திரும்பிய முகமது ஷமி ’ இங்கிலாந்து தொடருக்கான இந்திய டி அணி அறிவிப்பு
sports,போட்டி சதங் ரன் ஓய்வை அறிவி வங்கதேச மூ வீரர் தமீம் இக்பால்
sports,வது போட்டியில் இலங்கை வெற்றி தொடரை கைப்பற்றியது நியூசிலாந்து
sports,மீண்டும் அழைக்கப்ப ராகுல் சாம்பியன்ஸ் டிராபி தொடருக்கான இந்திய அணி அறிவிப்பு எப்
sports,டிராவிட் ‘இந்தியாவின் சுவர்’ தெரியுமா தரமான சம்பவங்
sports,அதிவேகமாக ரன் மிதாலி ராஜ் சாதனையை முறியடி ஸ்மிரிதி மந்தனா
sports,அயர்லாந்து எதிராக களமிறங்கும் ஸ்மிருதி தலைமையிலான இளம்படை
sports,“இந்தி தேசிய மொழி அல்ல இந்திய அணியின் கேப்டனாகவில்லை” மாணவர்களிடம் அஸ்வின் பேச்சு
sports,”தங்க முட்டையிடும் வாத்தைக் கொன்றுவிடாதீர்கள்” பும்ராவின் கேப்டன்ஷிப் குறித்து முகமது கைஃப்
sports,”நான் கலக்கமடைந்தேன்” டெஸ்ட் கிரிக்கெட்டில் ’ ’ சிஸ்டம் குறித்து வீரர் வேதனை
sports,“கோலி கிரிக்கெட்டின் ஜாம்ப அவரைப் போலவே இருக்க ஆசைப்படுகிறேன்” சாம் கான்ஸ்டாஸ்
sports,டென்னிஸ் பந்து கிரிக்கெட் அணி பங்கேற்பு மே தொடக்கம் யுவராஜ் விளம்பர தூதர்
sports,முகமது ஷமி க் வாய்ப்பு எப் பிசிசிஐயைக் கடுமையாகச் சாடிய ரவி சாஸ்திரி
sports,ஆஸ்திரேலியாவை எப் வீழ்த்துவதென எங் தெரியும் ஃபைனல் குறித்து எச்சரி ரபடா
sports,இந்தியா பாகிஸ்தான் இலங்கை அணியும் ஆசிய அணியாக சாதனை படை ஆப்கானிஸ்தான்
sports,டெஸ்ட் போட்டி வெற்றி தென்னாப்பிரிக்கா கேப்டனாக டெம்பா பவுமா வரலாறு
sports,கில் ஹர்திக் பாண்டியா துணை கேப்டனாகும் பும்ரா அணி அறிவிப்பு எப்
sports,க் விக்கெட்டு ரன் பார்ட்னர்ஷிப் பாபர் அசாம் ஷான் மசூத் ஜோடி சாதனை
sports,”தமிழ்நாடு வீரராக இருந்தால் சுப்மன் கில் அணியிலேயே இருக்க மாட்டார்” சுப்பிரமணியம் பத்ரிநாத்
sports,‘இது பருத்திமூ குடோன்லயே ’ கம்பீர் தலைமையில் வருடங் இல்லாத மோசமான சாதனை
sports,“கடவுளு நன்றி பும்ரா இருந்திருந்தால் இருந்திருக்கும்” கவாஜா டிராவிஸ் ஹெட்
sports,விராட் ரோகித் எதிர்காலம் பும்ரா காயம் அணியில் பாசிட்டிவ் ஓப்பனாக பேசிய கம்பீர்
sports,இறுதிப்போட்டிக்கான வாய்ப்பை இழ இந்தியா ஃபைனலில் மோதல்
sports,வருட தோல்வி தரமான வெற்றி இந்தியாவை வீழ்த்தி டெஸ்ட் தொடரை வென்றது ஆஸ்திரேலியா
sports,சாம்பியன்ஸ் டிராபி தொடருக்கான இந்திய அணி தேர்வு நாளை பிசிசி ஆலோசனை கூட்டம்
sports,ஆண்டு சிற டெஸ்ட் கேப்டன் டெம்பா பவுமா படைக்கவிருக்கும் அசாத்திய சாதனை
sports,அவுட்டே ஆகாமல் ரன் குவிப்பு உலக சாதனை படை கருண் நாயர்
sports,”மைக் வைத்திருப்பவர் சொல்வதால் ஓய்வு பெறமுடியாது” தடாலடியாக சொன்ன ரோகித் சர்மா ரசிகர் ஷாக்
sports,”எங் ஆஸி அணியை ஆல்அவுட் செய்ய ” பிட்ச் சாதகம் குறித்து பிரசித் கிருஷ்ணா
sports,திடீரென மைதானத்தில் வெளியேறிய பும்ரா மருத்துவனையில் ஸ்கேன் நாளை பந்துவீசுவது சந்தேகம்
sports,பவுண்டரி சிக்சர் கடும் விமர்சனத்திற் பதிலடி கொடு பண்ட் ரன் போராடும்
sports,“அவன் வம்பிழு விக்கெட்டை ஏன்பா எடுத்த” வார்த்தைவி கொன்ஸ்டாஸ் ஆக்ரோஷமான பும்ரா
sports,ஆம் ஆண்டுக்கான கேல் ரத்னா விருது அறிவிப்பு
sports,அர்ஜூனா விருது வீரர் வீராங்கனை
sports,ஆவது டெஸ்ட் கிரிக்கெட் பும்ரா தலைமையில் இந்திய அணி சாதனை செய்ய தயாராகும் ஸ்மித்
sports,’இதை முன்பே செஞ்சுருக்கலாம் ’ ஆவது டெஸ்ட் க் பும்ரா கேப்டன் ரோகித் சர்மா விலகல்
sports,மத்திய அரசின் கேல் ரத்னா விருது குகேஷ் மனுபாக்கர் உள்ளி பேரு அறிவிப்பு
sports,யாரு சாமி எல்லைக்கோட்டை தாண்டிச் பந்து அட்டகாசமாக காற்றில் பறந்து பிடி மேக்ஸ்வெல்
sports,செஸ் வரலாற்றில் முதல்முறையாக இரண்டு சாம்பியன்
sports,அஸ்வின் சுனில் சேத்ரி ஓய்வை அறிவி இந்திய விளையாட்டு ஜாம்ப
sports,டி வென்றது குகேஷ் உலக செஸ் சாம்பியன் ன் டாப் சாதனை
sports,அணி போட்டி க் போட்டி பைனல் தகுதி குறித்து எழு விமர்சனம்
sports,உலக டெஸ்ட் சாம்பியன்ஷிப் இந்தியா இறுதிப்போட்டிக்குச் செல்ல வாய்ப்பு இருக்கிறதா
sports,ம் ஆண்டின் சிற டெஸ்ட் அணி கிரிக்கெட் ஆஸ்திரேலியா வெளியிட்டுள்ள அணி பும்ரா கேப்டன்
sports,வந்தார் கம்பீர் கூடவே வந்தது தோல்வி இந்திய அணி சந்தி சறுக்கல்
sports,டெஸ்ட்டில் ஓய்வை அறிவிக்கப்போகிறாரா ரோகித்
