title|url|category|S_Label
புதிய தலைமுறை Live Updates - June 14, 2023|https://www.puthiyathalaimurai.com/trending/live-updates/live-updates-june-14-2023|live updates|Neutral
‘சிலுவையில் அறைதல்’ எப்படி நடைமுறைக்கு வந்தது? உலகெங்கும் எப்படி பரவியது?|https://www.puthiyathalaimurai.com/spiritual/history-of-crucifixion-throughout-the-world|ஆன்மீகம்|Neutral
வட அமெரிக்காவில் ஆண்டின் முதல் சூரிய கிரகணம்!|https://www.puthiyathalaimurai.com/technology/solar-eclipse-seen-across-mexico-canada-america|டெக்|Positive
புதிய தலைமுறை Live Updates - March 29, 2024|https://www.puthiyathalaimurai.com/trending/live-updates/live-updates-march-29-2024|live updates|Neutral
ஷாருக்கானின் ‘பதான்’ படத்தால் ‘வாரிசு’, ‘துணிவு’ வசூல் பாதிக்குமா? - அதிரும் கட் அவுட்கள்|https://www.puthiyathalaimurai.com/cinema/will-srk-s-pathaan-affect-box-office-collection-of-varisu-and-thunivu-in-south-market-trade-expert-reveals|சினிமா|Neutral
கோழியை ஒன்றும் செய்ய முடியாது !|https://www.puthiyathalaimurai.com/features/can-only-language-escape-part-8|சிறப்புக் களம்|Negative
சென்னை உட்பட 8 மாவட்டங்களில் மழை நீடிக்க வாய்ப்பு|https://www.puthiyathalaimurai.com/tamilnadu/rain-likely-to-continue-in-8-districts-including-chennai|தமிழ்நாடு|Neutral
"கோவை | விளையாடிக் கொண்டிருந்த சிறுமியை கடித்த நாய் - பெண் கைது... பின்னணி என்ன?"|https://www.puthiyathalaimurai.com/crime/coimbatore-woman-arrested-after-dog-bites-girl|குற்றம்|Neutral
"Zero Day | Bottle Radha | Dragon | Babygirl - இந்த வார லிஸ்ட் ரெடி!"|https://www.puthiyathalaimurai.com/cinema/ott-thiraiparvai/ott-thiraiparvai-this-week-movie-release-list|ஓடிடி திரைப் பார்வை|Neutral
சிவகார்த்திகேயன் பிறந்தநாளில் பிக் அப்டேட்.. முருகதாஸ் இயக்கத்தில் SK23 படத்தின் டைட்டில் வெளியீடு!|https://www.puthiyathalaimurai.com/cinema/sk23-title-clip-video-release-on-sivakarthikeyan-birthday|சினிமா|Positive
ஊட்டி மலை ரயில் தனியார் வசமானதா? - பரவும் தகவலும் நிர்வாக விளக்கமும்|https://www.puthiyathalaimurai.com/features/nilgris-mountain-rail-privatized-and-fare-increase-what-is-the-fact|சிறப்புக் களம்|Neutral
"மீண்டும் இயக்குநராக களம் இறங்கும் உமாபதி ராமையா! | Umapathy Ramaiah | Thambi Ramaiah"|https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/umapathy-ramaiah-directs-his-second-film|கோலிவுட் செய்திகள்|Positive
ஆர்.எஸ்.எஸ் 3 முறை தடை செய்யப்பட்ட வரலாறு என்ன?|https://www.puthiyathalaimurai.com/india/what-happened-when-rss-was-banned-3-times-in-the-past|இந்தியா|Neutral
உங்கள் PF தொகை எங்கெல்லாம் முதலீடு செய்யப்படுகிறது தெரியுமா? மத்திய அரசு வெளியிட்ட புள்ளி விவரம்!|https://www.puthiyathalaimurai.com/business/central-government-released-the-data-about-investment-of-epfo-fund|வணிகம்|Neutral
பாகிஸ்தானிடம் இந்தியா எண்ணெய் வாங்கும் நிலை வரலாம்... மீண்டும் மீண்டும் புண்படுத்தும் டிரம்ப்..!|https://www.puthiyathalaimurai.com/business/market/trump-favours-pakistan-ahead-of-india|மார்க்கெட்|Neutral
‘இதுக்கெல்லாமா ட்ரோல் செய்வீங்க..?’ பிரியங்கா மோகனை ட்ரோல் செய்து வரும் நெட்டிசன்கள்! என்ன நடந்தது?|https://www.puthiyathalaimurai.com/cinema/actress-priyanka-mohan-warns-fan-who-follows-her-everywhere|சினிமா|Negative
"""கொடுங்க நான் எடுத்துதரேன்” முதியவர்களை குறிவைத்து ஏமாற்றும் மோசடிமன்னன்! ATM-க்கு போனால் எச்சரிக்கை"|https://www.puthiyathalaimurai.com/crime/police-arrests-young-man-who-continuously-cheating-ol-age-people-in-thirupaththur|குற்றம்|Negative
கொரோனா வைரஸ் வதந்தி: மேடையிலேயே சிக்கன் சாப்பிட்ட தெலங்கானா அமைச்சர்கள்|https://www.puthiyathalaimurai.com/india/telangana-ministers-ate-chicken-on-stage-in-hyderabad-yesterday-in-a-bid-to-end-rumours-that-coronavirus-is-transmitted-through-chicken|இந்தியா|Negative
புதிய தலைமுறை Live Updates - December 11, 2023|https://www.puthiyathalaimurai.com/trending/live-updates/live-updates-december-11-2023|live updates|Neutral
மதுரை மாசி வீதிகளில் பக்தர்கள் கடலில் மிதந்து வந்த திருத்தேரின் தனிச்சிறப்புகளும் சுவாரஸ்யங்களும்!|https://www.puthiyathalaimurai.com/spiritual/temples/specials-of-chithirai-thiruvizha-therottam-and-the-chariot|கோயில்கள்|Positive
இந்தியா குறித்து முகமது யூனுஸ் சீனாவில் சர்ச்சை பேச்சு.. கிளம்பிய எதிர்ப்பு!|https://www.puthiyathalaimurai.com/world/muhammad-yunus-refers-to-indias-northeast-states-in-bid-to-lure-china|உலகம்|Negative
முதல் ஹாட்-டிரிக் விக்கெட் வீழ்த்தி தமிழக வீரர் கார்த்திக் அபாரம்! எந்த அணிக்காக தெரியுமா?|https://www.puthiyathalaimurai.com/sports/first-hat-trick-wicket-of-this-t20-world-cup--tamil-nadu-player-karthik-meiyappan-is-great-|விளையாட்டு|Positive
ஆந்திரா டூ சென்னை: காரில் கடத்திவரப்பட்ட 10 கிலோ கஞ்சா பறிமுதல் - இருவர் கைது|https://www.puthiyathalaimurai.com/crime/andhra-to-chennai-10-kg-ganja-smuggled-in-car-seized-two-arrested|குற்றம்|Negative
திவ்ய தேசம் 9: ‘ஆதிமூலமே... என்னை காப்பாற்றும்...’- பாகவதம் சொல்லும் கபி தலத்தின் வரலாறு!|https://www.puthiyathalaimurai.com/spiritual/temples/story-behind-kabisthalam-as-per-bhagavata-purana|கோயில்கள்|Neutral
"""கார்ல்சனின் விமர்சனங்களால்  நான் காயமடையவில்லை"" - உலக செஸ் சாம்பியன் குகேஷ்!"|https://www.puthiyathalaimurai.com/sports/chess/i-am-not-hurt-by-carlsen-criticisms-says-gukesh|செஸ்|Positive
வேளாண் பட்ஜெட்: 'நெல் ஜெயராமன்' பெயரில் பாரம்பரிய நெல் பாதுகாப்பு இயக்கம்|https://www.puthiyathalaimurai.com/agriculture/agriculture-minister-mrk-panneerselvam-has-announced-that-a-traditional-paddy-conservation-movement-will-be-launched-in-the-name-of-the-late-paddy-jayaraman|விவசாயம்|Neutral
கோமியத்தில் மருத்துவ பயன்களா? “இஷ்டப்பட்டதைலாம் சொல்லக்கூடாது” - மூத்த மருத்துவர் அமலோற்பவநாதன்!|https://www.puthiyathalaimurai.com/health/doctor-amalorpavanathan-about-iit-director-speech-on-cow-urine|ஹெல்த்|Negative
நகைச்சுவை நடிகர் பிஜிலி ரமேஷ் உடல்நலக்குறைவால் மறைவு!|https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/cinema-comedy-actor-bijili-ramesh-passed-away-today|கோலிவுட் செய்திகள்|Negative
இங்கிலாந்து 387.. இந்தியா 387.. இன்னும் 2 நாள் மீதம்! யாருக்கு வெற்றி?|https://www.puthiyathalaimurai.com/sports/cricket/india-scored-387-runs-in-the-first-innings-of-the-3rd-test-against-england|கிரிக்கெட்|Neutral
"IND vs WI | 8 ஆண்டுக்கு பிறகு சதமடித்த ஷாய் ஹோப்.. முன்னிலை பெற்ற வெஸ்ட் இண்டீஸ்!"|https://www.puthiyathalaimurai.com/sports/cricket/shai-hope-scored-a-century-in-the-2nd-test-against-india|கிரிக்கெட்|Neutral
"இயக்குநரான விஷால்... வெளியான அறிவிப்பு! | Vishal | Magudam | Ravi Arasu"|https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/vishal-debut-as-director-with-magudam|கோலிவுட் செய்திகள்|Neutral
"புதிய தலைமுறை Live Updates - 
May 16, 2024"|https://www.puthiyathalaimurai.com/trending/live-updates/புதிய-தலைமுறை-live-updates-may-16-2024|live updates|Neutral
"Only Murders in The Building Review | சிரிக்க வச்சு சிரிக்க வச்சு கொல்றாங்களே..!"|https://www.puthiyathalaimurai.com/cinema/ott-thiraiparvai/only-murders-in-the-building-season-4-review|ஓடிடி திரைப் பார்வை|Negative
"""தொற்றின் தீவிரத்தை பொறுத்தே எதிர்ப்பு சக்தி காலம்"" -ஆய்வு முடிவில் தகவல்"|https://www.puthiyathalaimurai.com/coronavirus/research-says-duration-of-resistance-depends-on-the-severity-of-the-corona-infection|கொரோனா வைரஸ்|Neutral
எட் ஷீரன் + ஹனுமான் கைண்ட் + தீ... மிரட்டல் கூட்டணியுடன் SaNa!|https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/santhosh-narayanan-collab-up-with-ed-sheeran-dhee-hanumankind|கோலிவுட் செய்திகள்|Neutral
”இது தைரியத்தையும் வலிமையையும் கொடுக்கிறது” - சிறுவனின் இரங்கலுக்கு பிரதமர் மோடி பதில்!|https://www.puthiyathalaimurai.com/india/bangalore-based-2nd-std-student-wrote-condolence-letter-pm-modi-over-his-mother-demise|இந்தியா|Positive
தன் நெருக்கமானவர்களுக்கு முக்கியப் பொறுப்புகளை வழங்கிய சீன அதிபர்! யாருக்கு என்ன பதவி?|https://www.puthiyathalaimurai.com/features/chinese-president-gave-important-responsibilities-to-his-close-ones|சிறப்புக் களம்|Neutral
“என் பெண் மனநலம் பாதிக்கப்பட்டவர்” - முகநூல் நண்பரை தேடி பாகிஸ்தான் சென்ற பெண்ணின் தந்தை அதிர்ச்சி!|https://www.puthiyathalaimurai.com/trending/father-of-indian-women-who-went-to-pakistan-for-meet-her-facebook-friend-comment-on-his-daughter|டிரெண்டிங்|Negative
"மதுரை | அங்கன்வாடி மையத்தில் வழங்கிய சத்துணவு மாவு கொழுக்கட்டையில் கரப்பான் பூச்சி!"|https://www.puthiyathalaimurai.com/tamilnadu/madurai-cockroach-found-in-the-food-provided-by-the-anganwadi-center|தமிழ்நாடு|Neutral
புதிய தலைமுறை Live Updates - July 15, 2023|https://www.puthiyathalaimurai.com/trending/live-updates/live-updates-july-15-2023|live updates|Neutral
யாரு சாமி நீ..! 8 பந்தில் 5 விக்கெட்டுகள்.. உலக சாதனை படைத்த பின்லாந்து வீரர்!|https://www.puthiyathalaimurai.com/sports/t20/finland-player-sets-world-record-by-taking-5-wickets-in-8-balls-in-t20-cricket|t20|Neutral
விற்றுத்தள்ளும் FIIs... விடாமல் வாங்கும் DIIs... என்று முடியும் இந்த போட்டி?|https://www.puthiyathalaimurai.com/business/market/increased-selling-by-fiis-has-worried-the-indian-stock-market|மார்க்கெட்|Neutral
எளியோரின் வலிமைக் கதைகள் 39: ’’நைட்லகூட ஷிப்ட் வேலை... குடும்பத்துக்காக ஓடுறோம்’’|https://www.puthiyathalaimurai.com/features/life-of-common-man-who-works-in-online-food-delivery-jobs|சிறப்புக் களம்|Positive
கேட்ச்சை அல்ல; மேட்ச்சை ட்ராப் செய்திருக்கிறீர்கள் - மோசமான ஃபீல்டிங்கால் சொதப்பிய சிஎஸ்கே|https://www.puthiyathalaimurai.com/sports/punjab-kings-vs-chennai-super-kings-match-punjab-kings-won-by-11-runs-why-loss-csk|விளையாட்டு|Negative
“அப்பாவின் தலையில் தலையணையை வச்சு அம்மா அமுக்கினாங்க”.. கண் முன் நடந்த கொலை.. சாட்சியான 9 வயது மகன்!|https://www.puthiyathalaimurai.com/crime/the-mother-who-killed-her-husband-in-front-of-her-9-year-old-son|குற்றம்|Neutral
உடலில் கெட்ட கொழுப்பு சேரும் அச்சமா? Don't worry... இந்த 5 பழங்கள் போதும்!|https://www.puthiyathalaimurai.com/health/5-fruits-that-helps-to-control-high-cholesterol-level-in-your-body|ஹெல்த்|Neutral
க்ரீன் டீ குடிப்பது சிறந்ததுதான்... ஆனால் அதுவே அளவுக்கு அதிகமானால்?|https://www.puthiyathalaimurai.com/health/how-much-green-tea-should-be-consumed-in-a-day-|ஹெல்த்|Positive
நீண்ட நாள் வாழலாம்: இது காபி பிரியர்களுக்கு..!|https://www.puthiyathalaimurai.com/environment/drinking-coffee-may-lead-to-longer-life--study|சுற்றுச்சூழல்|Positive
பஞ்சாபை வீழ்த்தி த்ரில் வெற்றி.. நிஜமானது RCB-ன் கோப்பை கனவு.. கண்ணீரில் மூழ்கிய விராட் கோலி!|https://www.puthiyathalaimurai.com/sports/t20/ipl-2025-rcb-won-vs-punjab-kings|t20|Positive
"சிந்திக்கத் தூண்டும் சிந்தனைகள் 1 | 90 மணி நேர வேலை..  மட்டுமீறிய கருத்துக்கள் முன்வைக்கப்படுகிறதா?"|https://www.puthiyathalaimurai.com/features/former-union-minister-p-chidambaram-about-working-hours-and-family-balance|சிறப்புக் களம்|Neutral
இந்த வார ஓடிடி, தியேட்டர் லிஸ்ட் இதோ!|https://www.puthiyathalaimurai.com/cinema/ott-thiraiparvai/ott-thiraiparvai-this-week-ott-and-theatre|ஓடிடி திரைப் பார்வை|Neutral
நீண்ட நாள் கனவு.. கோப்பையைத் தட்டித் தூக்கிய 5 அணிகள்!|https://www.puthiyathalaimurai.com/sports/t20/a-look-at-2025-champions-with-rcb-psg-south-africa|t20|Positive
வாட்டிய வறட்சி! சாமர்த்தியமாக டிராகன் பழங்களை பயிரிட்டு வருமானம் ஈட்டிய விவசாயிகள்!எப்படி?|https://www.puthiyathalaimurai.com/features/wretched-drought--hosur-farmers-who-skillfully-grow-dragon-fruit-and-earn-income-how-|சிறப்புக் களம்|Negative
அசைவம் உண்பது கெட்ட பழக்கம் என்றாரா ரஜினிகாந்த்? பேச்சும் மருத்துவரின் விளக்கமும்!|https://www.puthiyathalaimurai.com/features/rajinikanth-speech-and-doctor-explanation-regarding-eating-non-veg|சிறப்புக் களம்|Neutral
'Heey Googoo' : கூகுள் டிவைஸ் பேச்சை கேட்டு ஷாக்கான பாட்டியின் வைரல் வீடியோ!|https://www.puthiyathalaimurai.com/trending/grandmother-s-hilarious-reaction-to-google-assistant|டிரெண்டிங்|Neutral
கோவை: கஞ்சா செடியை வளர்த்ததாக ஒருவர் கைது – போலீசார் விசாரணை|https://www.puthiyathalaimurai.com/crime/coimbatore-a-man-was-arrested-for-growing-ganja-plant|குற்றம்|Neutral
ஒரு கப் டீ சாப்டுங்க சார்! - டீயிலுள்ள நன்மைகளும் தீமைகளும்! தெரிந்து கொள்ளுங்கள்!|https://www.puthiyathalaimurai.com/features/national-chai-day---september-21--know-the-benefits-and-side-effects-of-tea|சிறப்புக் களம்|Neutral
"ஆசிய கோப்பை ஹாக்கி| மலேசியாவை 4-1 என வீழ்த்தியது இந்தியா!"|https://www.puthiyathalaimurai.com/sports/india-beat-malaysia-4-1-in-asia-cup-hockey|விளையாட்டு|Neutral
"Game of Thrones-ன் இன்னொரு Prequel சீரிஸ் A Knight of the Seven Kingdoms! | GOT"|https://www.puthiyathalaimurai.com/cinema/hollywood/new-spinoff-of-got-on-january|ஹாலிவுட் செய்திகள்|Positive
"""எங்களுக்கு சாப்பாடே வேணாம்.. விஜய் அண்ணா போதும்.."" நாமக்கல்லை அதிரவிட்ட தவெக பெண்கள்!"|https://www.puthiyathalaimurai.com/tamilnadu/tvk-women-waiting-since-4-am-for-vijay-campaign-rally-in-namakkal|தமிழ்நாடு|Neutral
விவசாயம் வாட, வீணாகிறது 20,000 டி.எம்.சி!|https://www.puthiyathalaimurai.com/agriculture/agriculture-is-wasted--20-000-tmc-|விவசாயம்|Negative
வரும் 4-ஆம் தேதி இந்திய சந்தையில் அறிமுகமாகிறது ஓப்போ ஸ்மார்ட் வாட்ச் ‘ஃப்ரீ’|https://www.puthiyathalaimurai.com/technology/oppo-all-set-launch-its-smart-watch-free-on-february-4-in-indian-market--|டெக்|Neutral
பிரதமர் கிசான் திட்டத்தின் கீழ் விவசாயிகளுக்கு ரூ.19,500 கோடியை விடுவித்தார் பிரதமர் மோடி|https://www.puthiyathalaimurai.com/agriculture/19-500-crore-transferred-to-over-9-75-crore-farmers-under-pm-kisan-scheme|விவசாயம்|Positive
சிகிச்சைக்கு வந்த பெண்ணுக்கு நேர்ந்த பரிதாபம்- தனியார் கருத்தரிப்பு மையம் மீது நடவடிக்கை?|https://www.puthiyathalaimurai.com/crime/woman-died-after-surgery-who-came-for-baby-treatment-at-fertility-hospital|குற்றம்|Negative
ராமநாதபுரம்: வாகன சோதனையில் சிக்கிய 700 கிலோ போதைப் பொருட்கள் பறிமுதல் - போலீசார் விசாரணை|https://www.puthiyathalaimurai.com/crime/ramanathapuram-700-kg-of-narcotics-seized-during-vehicle-search|குற்றம்|Neutral
”ரிஷப் பண்ட் அப்படியெல்லாம் பல்டி அடிக்கக் கூடாது!” - அறுவை சிகிச்சை நிபுணர் கொடுத்த அட்வைஸ்!|https://www.puthiyathalaimurai.com/sports/cricket/surgeon-advised-rishabh-pant-not-to-do-the-front-jump-celebration|கிரிக்கெட்|Neutral
"இந்தியர்களிடையே அதிகரிக்கும்
தூக்கமின்மை.. மருத்துவர்கள் சொன்ன அறிவுறுத்தல்!"|https://www.puthiyathalaimurai.com/health/doctors-warns-insomnia-is-the-foundation-of-diseases|ஹெல்த்|Neutral
ஒரே இரவில் இரண்டு குற்றங்கள் - சுவாரஸ்யத்தை தக்க வைக்கிறதா TEN HOURS..?|https://www.puthiyathalaimurai.com/cinema/movie-review/ten-hours-movie-review|திரை விமர்சனம்|Neutral
முரளிதரன் Or வார்னே? யார் சிறந்தவர்? பல்லாண்டு விவாதத்திற்கு முற்றுபுள்ளி வைத்த லாரா!|https://www.puthiyathalaimurai.com/sports/cricket/muralitharan-or-warne-lara-chooses-who-is-best|கிரிக்கெட்|Neutral
பட்டாசு வெடிக்கும் நேரத்தை நீட்டிக்க உச்சநீதிமன்றத்தில் மனு அளித்த உற்பத்தியாளர்கள் சங்கம்|https://www.puthiyathalaimurai.com/environment/manufacturers-association-petitioned-supreme-court-to-extend-time-for-fireworks-on-diwali|சுற்றுச்சூழல்|Neutral
”500 மில்லியன் டாலர்”.. உக்ரைனுக்கு தொடர்ந்து ராணுவ ஆதரவு காட்டும் அமெரிக்கா.. காரணம் என்ன?|https://www.puthiyathalaimurai.com/world/joe-biden-to-announced-delivery-500-million-dollar-weapons-to-ukraine|உலகம்|Negative
"ஆகஸ்ட் 07, 2025 | இந்த ராசிக்கு இன்று கொடுக்கல்-வாங்கலில் லாபம் உண்டாகும்... இன்றைய ராசிபலன்கள்!"|https://www.puthiyathalaimurai.com/spiritual/today-rasi-palan-0708-2025|ஆன்மீகம்|Positive
“AMARAN மூலமாக எங்கள் கடமையை செய்திருக்கிறோம்!” - Kamal Haasan|https://www.puthiyathalaimurai.com/cinema/kamal-haasan-has-said-that-we-have-done-our-duty-with-amaran-movie|சினிமா|Positive
முகக்கவசத்தை பயன்படுத்துவது எப்படி? - எளிதான புரிதலுக்கு A to Z வழிகாட்டுதல்|https://www.puthiyathalaimurai.com/coronavirus/a-z-guidance-to-remove-face-mask-safely|கொரோனா வைரஸ்|Neutral
"இன்பன் படம் இயக்குகிறேனா? சிறு தெய்வ காட்சிகள் ஏன்? - மாரி செல்வராஜ் பதில்கள் | Mari Selvaraj"|https://www.puthiyathalaimurai.com/cinema/tamil-cinema-news/my-film-with-rajinikanth-still-on-process-says-mari-selvaraj|கோலிவுட் செய்திகள்|Neutral
"""நான் விவசாய குடும்பத்திலிருந்து வந்தவன்"" - மத்திய வேளாண் அமைச்சர் உருக்கமான கடிதம்"|https://www.puthiyathalaimurai.com/india/i-come-from-farming-family-tomar-writes-open-letter-to-farmers|இந்தியா|Positive
ரோல்ஸ்ராய்ஸ் 'SPECTRE BLACK BADGE' கார் இந்தியாவில் அறிமுகம்.. ரூ.9.20 கோடி விலை! சிறப்பு என்ன?|https://www.puthiyathalaimurai.com/technology/rolls-royce-spectre-black-badge-car-launched-in-india|டெக்|Positive
தவறிப்போன பல் சிகிச்சையால் கதறும் நடிகை - ரூட் கேனல் சிகிச்சை தவறானால் என்னவாகும்?|https://www.puthiyathalaimurai.com/features/what-goes-wrong-in-kannada-actress-swati-satish-treatment--is-root-canal-surgery-dangerous-|சிறப்புக் களம்|Negative
தமிழக-கேரள எல்லைகளில் தீவிர கண்காணிப்பு- ’தக்காளி காய்ச்சல்’ குறித்து மருத்துவர் விளக்கம்|https://www.puthiyathalaimurai.com/health/intensive-monitoring-on-the-tamil-nadu-kerala-border-as-tomato-fever-spreads-among-children|ஹெல்த்|Neutral
தமிழகத்தில் 50 எம்பிபிஎஸ் இடங்கள் குறைப்பு.. விதிகளைப் பின்பற்றவில்லை என நடவடிக்கை!|https://www.puthiyathalaimurai.com/tamilnadu/tamil-nadu-loses-50-mbbs-seats|தமிழ்நாடு|Negative
‘இதை செய்தால் 42 நாளில் புகைப்பழக்கத்திலிருந்து விடுபடலாம்...’ - AI உதவியோடு செயல்படும் Quitbot!|https://www.puthiyathalaimurai.com/health/quitbod-app-using-stop-the-smoking-habit|ஹெல்த்|Positive
சார்ஜ் போட்டுக் கொண்டே போன் பேசாதீங்க..ஷாக் அடிக்கும் மின்சாரத்தோடு நாம் செய்யக்கூடாத 10 தவறுகள்!|https://www.puthiyathalaimurai.com/features/dont-talk-while-charging-ten-mistakes-we-should-not-do-in-electricity|சிறப்புக் களம்|Negative
சேலம்: நீதிமன்ற விசாரணைக்கு வந்த பிரபல ரவுடியை குண்டுக்கட்டாக தூக்கிச் சென்று கைது செய்த போலீசார்!|https://www.puthiyathalaimurai.com/crime/salem-rowdy-was-arrested-after-appearing-in-court|குற்றம்|Neutral
அதே ஸ்டைல்.. அதே கெத்து.. மம்முட்டி - கௌதம் மேனன் கூட்டணியில் மிரட்டும் புதிய படத்தின் டீசர்!|https://www.puthiyathalaimurai.com/cinema/mammootty-and-gautham-menon-combination-movie-teaser-released-today|சினிமா|Neutral
"Vaazhai review | வாழை விமர்சனம் | மாரியின் நினைவிலிருந்து ஒரு வலி மிகு காவியம்!"|https://www.puthiyathalaimurai.com/cinema/movie-review/review-of-mari-selvaraj-s-vaazhai-movie|திரை விமர்சனம்|Positive
எதே ஒரு கொத்து திராட்சைக்கு இத்தனை லட்சம் விலையா? அப்படி என்ன ஸ்பெஷல் இதில்?|https://www.puthiyathalaimurai.com/trending/do-you-know-what-is-world---s-most-expensive-fruit|டிரெண்டிங்|Neutral
"ஒரே இரவில் 479 ட்ரோன்கள்.. 20 ஏவுகணைகள் | உக்ரைனின் 'ஸ்பைடர்வெப்' தாக்குதலுக்கு ரஷ்யா பதிலடி"|https://www.puthiyathalaimurai.com/india/russia-again-launches-479-drones-attack-on-ukraine|இந்தியா|Neutral
மார்கெட் ஏற்ற இறக்கங்களுக்கு SIPஐ நிறுத்த வேண்டுமா..?|https://www.puthiyathalaimurai.com/business/market/should-you-stop-sip-when-market-is-high-or-low|மார்க்கெட்|Neutral
"The GOAT | Call Me Bae | Vasco Da Gama | இந்த வார தியேட்டர், ஓடிடி லிஸ்ட்..."|https://www.puthiyathalaimurai.com/cinema/ott-thiraiparvai/this-week-ott-theatre-list|ஓடிடி திரைப் பார்வை|Neutral
மிலாது நபி: முதலமைச்சர் உட்பட அரசியல் தலைவர்கள் வாழ்த்து!|https://www.puthiyathalaimurai.com/spiritual/milad-un-nabi-greetings-from-tn-political-leaders|ஆன்மீகம்|Positive
ரசிகர்கள் உயிரிழப்பு.. உருக்கமான அறிக்கையுடன் நிதியுதவியை உயர்த்திய RCB!|https://www.puthiyathalaimurai.com/sports/cricket/rcb-announce-fresh-inr-25-lakh-aid-for-families-of-11-people-killed|கிரிக்கெட்|Neutral
“ஆங்கிலம் என்பது வெட்கக்கேடு அல்ல... அதிகாரம்” - ராகுல் காந்தி|https://www.puthiyathalaimurai.com/india/english-is-not-shame-it-is-power-says-rahul-gandhi|இந்தியா|Positive
வேளாண் மண்டல அறிவிப்பு என்பது வெற்று அறிவிப்பா?தமிழக அரசுக்கு டிடிவி தினகரன் கேள்வி|https://www.puthiyathalaimurai.com/agriculture/why-gail-project-in-seerkazhi-in-protected-agriculture-zone---ttv-dhinakaran|விவசாயம்|Neutral
‘நிர்வாணமென்பது ஆபாசமல்ல’ - போக்சோ வழக்கில் நீதிமன்றம் சொன்னதன் முழு விவரம்!|https://www.puthiyathalaimurai.com/women/courts-talked-about-nudity-and-sex-workers-pain-in-recent-days-judgment|பெண்கள்|Neutral
நீட் 2022 தேர்வு விண்ணப்பத்தில் கரெக்‌ஷன் செய்யணுமா? தேர்வர்களுக்கு கடைசி வாய்ப்பு!|https://www.puthiyathalaimurai.com/employment-news-in-tamil-latest-update/neet-2022-category-correction-window-open-make-changes-by-june-16|கல்வி|Neutral
நீண்ட காத்திருப்பில் சஞ்சு சாம்சன்.. 3வது டி20 போட்டியிலாவது வாய்ப்பு கிட்டுமா?|https://www.puthiyathalaimurai.com/sports/fans-slam-team-india-management-as-rr-captain-sanju-samson-is-always-unfairly-treated-and-dropped-from-playing-11-again-in-2nd-ind-vs-nz-t20i|விளையாட்டு|Neutral
கொட்டிக்கொடுக்கும் ரியல் எஸ்டேட்? 4 ஆண்டுகளில் மட்டும் பாலிவுட் நட்சத்திரங்கள் செய்த முதலீடுகள்!|https://www.puthiyathalaimurai.com/business/market/bollywood-stars-who-invest-heavily-in-real-estate|மார்க்கெட்|Neutral
"மாஸ் கேங்ஸ்டர் கதை, சாஹோ கனெக்ட், எப்படி இருக்கு பவர்ஸ்டாரின் OG? | Pawan Kalyan | 	Sujeeth"|https://www.puthiyathalaimurai.com/cinema/movie-review/pawan-kalyans-og-movie-review|திரை விமர்சனம்|Neutral
“நாங்க தோற்கல.. நீங்கள் சொன்னது தவறானது” - மார்க் ஜூக்கர்பெர்க் பேச்சுக்கு மத்திய அமைச்சர் பதில்!|https://www.puthiyathalaimurai.com/technology/union-minister-ashwini-vaishnaw-disappointed-with-mark-zuckerberg-comment-on-indian-elections|டெக்|Neutral
உயர் ரத்த அழுத்தத்திற்கு மன அழுத்தம் காரணம் என நினைக்கிறீர்களா? ஆனால்... -ஆய்வு முடிவுகள்|https://www.puthiyathalaimurai.com/features/does-stress-cause-high-blood-pressure----what-research-say-|சிறப்புக் களம்|Neutral
"வெடிகுண்டு மிரட்டல் | கொச்சியிலிருந்து டெல்லி சென்ற விமானம் அவசரமாக தரையிறக்கம்!"|https://www.puthiyathalaimurai.com/india/delhi-bound-indigo-flight-from-kochi-makes-emergency-landing-in-nagpur-after-bomb-threat|இந்தியா|Negative
திருப்பு முனையாக அமைந்த காஷ்மீர் பயணம்.. 32 வயதிலேயே கைலாயம் அடைந்த சங்கரர்!|https://www.puthiyathalaimurai.com/spiritual/story/adi-shankaracharya-life-story|கதைகள்|Neutral
"செப்டம்பர் 4, 2025 | இந்த ராசிக்கு இன்று வியாபாரம் விருத்தி அடையும்... இன்றைய ராசி  பலன்கள்!"|https://www.puthiyathalaimurai.com/spiritual/today-rasi-palan-04-09-2025|ஆன்மீகம்|Positive
34வது டெஸ்ட் சதம்.. இந்தியாவிற்கு எதிராக ஸ்டீவ் ஸ்மித் புதிய சாதனை! 474 ரன்கள் குவித்த ஆஸி!|https://www.puthiyathalaimurai.com/sports/cricket/steve-smith-scored-34th-test-century-against-india|கிரிக்கெட்|Positive
"""நாக்தான் முதலில் புரபோஸ்  செய்தார்"" - காதல் கதையை பகிர்ந்த அமலா | Amala Akkineni | Nagarjuna"|https://www.puthiyathalaimurai.com/cinema/amala-shares-her-love-story-with-nagarjuna|சினிமா|Neutral
"Headlines|முற்றிய அதிபர் ட்ரம்ப் மற்றும் எலான் மஸ்க் மோதல் முதல் விஜய்க்கு அழைப்பு விடுத்த பாஜக வரை!"|https://www.puthiyathalaimurai.com/india/june-6-2025-morning-headlines-news|இந்தியா|Neutral
